FMID,MarketName,street,city,County,State,zip,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1005258,Aina Moana  Park (People's Open Market),1201 Ala Moana Boulevard,Honolulu,Honolulu,Hawaii,96822,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,1/24/2019 15:55
1008054,Airport Farmers and Flea Market,17375 Spring Hill Dr,Brooksville,Hernando,Florida,34604,Y,N,N,N,N,-,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,3/19/2015 11:45
1007542,Akebono Farmers Market,Akebono Parking Lot,Pahoa,Hawaii County,Hawaii,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1011967,Akers of Strawberries,1054 Melton Road,Baker,Okaloosa,Florida,32531,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,5/18/2016 21:16
1001801,Akron Farmers Market,City Park,Akron,Plymouth,Iowa,51031,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1005061,Akwesasne Farmers Market,"469 State Route 37, across from Akwesasne Sports",Hogansburg,Franklin,New York,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1004086,Alabama Gulf Coast Market,22250 Perdido Beach Boulevard,Gulf Shores,Baldwin,Alabama,36542,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,1/25/2015 14:33
1008612,Alachua County Farmers' Market,5920 NW 13th Street,Gainesville,Alachua,Florida,32653,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,7/26/2018 23:10
1006312,Alamance County Farmers Market,200 S. Main St.,Burlington,Alamance,North Carolina,27215,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1009019,Alameda Farmers' Market,Haight and Webster St.,Alameda,Alameda,California,,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/27/2016 12:57
1004846,Alamo Farmers Market,Buckhorn Ranch Road,Alamo,Lincoln,Nevada,89001,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,06/11/2013 19:20
1018304,Alamo Heights Farmers Market,255 E Basse,San Antonio ,Bexar,Texas,78209,Y,N,N,N,N,-,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,08/06/2018 10:42
1011033,Alamogordo Farmers' Market in Alameda Park,1987 White Sands Blvd (next to Toy Train Depot),Alamogordo ,Otero,New Mexico,88310,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,4/24/2017 14:46
1004789,Alamogordo Otero County Farmers' Market,401 Fairgrounds Rd,Alamogordo,Otero,New Mexico,,N,N,N,N,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/20/2014 17:04
1004070,Alamosa Farmers Market,Corner of 6th Street and State Avenue's Municipal Parking Lot,Alamosa,Alamosa,Colorado,81101,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,3/19/2015 16:25
1004425,Albany  Downtown Farmers Market,Corner of W. Broad Ave. & N. Jackson St.,Albany,Dougherty,Georgia,31702,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/24/2012 18:23
1002175,Albany Farmers' Market,4th Avenue & Ellsworth Street,Albany,Linn,Oregon,97321,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,6/28/2016 11:29
1019371,Albany IN Farmers Market,208 E. State Street,Albany,Delaware,Indiana,47320,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,02/02/2019 15:43
1019389,Albemarle Farmers Market,340 Towncenter Lane,charlottesville,Albemarle,Virginia,22911,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,2/13/2019 10:07
1011108,Albert Lea Farmers Market,104 North Broadway,Albert Lea,Freeborn,Minnesota,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,05/02/2015 09:49
1004886,ALBERTA FARMERS MARKET,21724 Highway 5,ALBERTA,WILCOX,Alabama,36720,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1010559,Albion Farmer's Market,211 Market Place,Albion,Cass,Michigan,49224,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,8/28/2014 11:40
1010407,Albuquerque Downtown Growers' Market,800 Central Ave,Albuquerque ,Bernalillo,New Mexico,87102,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,08/05/2014 11:39
1004761,Albuquerque Northeast Farmers' Market,6400 Wyoming Blvd,Albuquerque,Bernalillo,New Mexico,,Y,Y,N,Y,Y,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,06/05/2014 14:54
1007016,Albuquerque VA Growers' Market,1501 San Pedro Drive SE,Albuquerque,Bernalillo,New Mexico,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1002222,Alcona Farmers Market,320 S. State Steet   (US23),Harrisville,Alcona,Michigan,48740,N,N,N,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/19/2011 12:38
1008252,Alderson Farmers Market ,Rt. 3  Main Street,Alderson ,Greenbrier,West Virginia,24910,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/20/2013 7:04
1003236,Aldrich Arena Farmers Market,1850 White Bear Ave.,Maplewood,Ramsey,Minnesota,55109,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1011910,Aledo Farmers Market,128 Elm Street,Aledo,Parker,Texas,76008,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,4/28/2016 17:02
1010597,Alexander County Farmers Market,280 NC Hwy 16 South,Taylorsville ,Alexander,North Carolina,28681,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,9/19/2014 8:46
1000519,Alexandria Bay Farmers Market,Route 12,Alexandria Bay,Jefferson,New York,13607,N,Y,N,N,N,-,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,04/01/2014 09:36
1018643,Alexandria Farmers Market,2727 Jackson St,Alexandria ,Rapides,Louisiana,71301,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,07/10/2017 16:03
1019113,Alexandria Farmers Market,Broadway & Second Ave,Alexandria,Douglas,Minnesota,56308,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,5/21/2018 18:53
1011196,Alfred Farmers Market,Bandstand Main Street,Alfred,Allegany,New York,14802,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,4/29/2016 9:07
1007217,Algoma Farm Market,SECOND ST. & CLARK STREET,Algoma,Kewaunee,Wisconsin,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1001300,Algonquin Farmers Market,Washington St & S Harrison St.,Algonquin,McHenry,Illinois,60102,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1007528,Alii Garden Market Place,75-6129 Alii Drive,Kailua-Kona,Hawaii,Hawaii,96740,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1008835,Alisal Certified Farmers' Market,632 East Alisal Street,Salinas,Monterey,California,93905,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/27/2016 15:24
1005548,All Locally Grown Produce,19051 Sw 147 Ave,Homestead,Miami-Dade,Florida,33187,Y,N,N,N,N,-,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/28/2016 8:58
1011735,All Natural & Certified Organic Farmer Market (HOPE FARM),19833 Morris RD ,Harlingen ,Cameron,Texas,78552,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,7/16/2016 20:24
1010096,All Saints' Farmers Market,1508 S. White Station,Memphis,Shelby,Tennessee,38117,Y,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,05/04/2014 12:52
1000268,All-Local Farmers Market,711 Whaley St,Columbia,Richland,South Carolina,29205,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 16 2010  5:06AM
1000168,All-Local Farmers Market 2,Rosewood market on Rosewood Drive at Maple Street,Columbia,Richland,South Carolina,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 16 2010  5:07AM
1001962,Allamakee Farmers Market,705 Allamakee Street,Waukon,Allamakee,Iowa,52172,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,07/05/2016 11:17
1002717,Allegan Farmers Market,Water Street & Cutler Street,Allegan,Allegan,Michigan,49010,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,3/14/2016 14:51
1008262,Alleghany Farmers Market,HWY 18 N,Sparta,Alleghany,North Carolina,28675,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/20/2013 11:14
1019831,Allen County Farmers' Market,Jefferson,IOLA,Allen,Kansas,66749,Y,N,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,04/06/2020 15:38
1019832,Allen County Farmers' Market,807  N. State,Iola,Allen,Kansas,66749,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,04/06/2020 15:38
1011777,Allen Farmers Market,1629 E Kalamazoo,Lansing,Ingham,Michigan,48912,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,04/11/2017 09:13
1007413,Allendale County Farmers Market,Corner of Bay Street & US Highway 301,Allendale,Allendale,South Carolina,29810,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1007716,Allentown Farigrounds Farmers Market,1825 Chew Street,Allentown,Lehigh,Pennsylvania,18104,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1007083,Allentown Turnpike Plaza Farmers Market,Route 9,Allentown,Lehigh,Pennsylvania,18104,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1002964,Alliance Farmers Market,3rd & Box Butte Ave.,Alliance,Box Butte,Nebraska,69301,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1005675,Alliance Farmers' Market,Corner of E. Main St. and Mechanic Ave.,Alliance,Stark,Ohio,44601,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/13/2013 11:25
1006739,Alliance for the Arts GreenMarket,10091 McGregor Boulevard,Ft. Myers,Lee,Florida,33919,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,04/02/2014 14:50
1002683,Allston Farmers' Market,175 North Harvard Street,Allston,Middlesex,Massachusetts,2134,N,Y,N,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/08/2014 09:09
1005134,Allston Village Farmers Market,500 Cambridge St.,Boston,Suffolk,Massachusetts,2134,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/13/2013 7:48
1006816,Alma Farmers Market,"City Auditorium on Main Street, Downtown",Alma,Harlan,Nebraska,68920,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1002250,Alma Farmers' Market,Pine & Downie Streets,Alma,Gratiot,Michigan,48801,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/31/2014 16:13
1007836,Almont Farmers' Market,Van Dyke at School Street (northwest corner),Almont,Lapeer County,Michigan,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1012389,Aloha Community Farmers' Market,17675 SW Farmington Rd and SW Kinnaman Rd,Aloha,Washington,Oregon,97007,Y,Y,N,Y,Y,-,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,06/05/2019 11:04
1010476,Alpena Farmers' Market,208 N 1st Ave.,Alpena ,Alpena,Michigan,49707,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,08/10/2014 09:04
1005447,Alpha Nursery Farmers' Market,"12 Alpha Lane,",Cascade,Valley,Idaho,83611,Y,N,N,N,N,-,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,3/27/2014 10:51
1009792,Alsip Farmers Market,12521 S. Kostner Avenue,Alsip,Cook,Illinois,60803,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,04/04/2014 19:03
1009998,Altadena Farmers' Market,600 W. Palm Street,Altadena,Los Angeles,California,91001,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,4/22/2014 13:29
1004383,Altamont Farmer's Market,Main Street & Maple Avenue,Altamont,Albany,New York,12009,N,Y,N,Y,N,-,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,04/01/2014 09:30
1000357,Altavista Farmers Market,Trade Lot,Altavista,Campbell,Virginia,24517,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1006749,Alton Farmers' and Artisans' Market,551 Landmarks Blvd.,Alton,Madison,Illinois,62002,Y,N,Y,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,5/23/2014 13:56
1004154,Altoona Farmers Market,Heritage Plaza,Altoona,Blair,Pennsylvania,16601,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1001100,Altus Farmers Market,1116 North Main ST,Altus,Jackson,Oklahoma,73521,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/20/2011 12:47
1011421,Alum Rock Village Farmers' Market,57 North White Road,San Jose,Santa Clara,California,,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,7/20/2015 12:39
1001733,Alva Farmers Market,102 North 2d,Alva,Woods,Oklahoma,73717,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1005644,Amador Farmers' Market-- Jackson,Jackson Library/ True Value,Jackson,Amador,California,95642,Y,Y,N,Y,N,-,N,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,3/27/2015 18:09
1005645,Amador Farmers' Market-- Pine Grove,Hwy 88 at Irishtown Rd.,Pine Grove,Amador,California,95665,Y,Y,N,Y,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,3/27/2015 17:51
1005646,Amador Farmers' Market-- Sutter Creek,Eureka St. & Highway 49,Sutter Creek,Amador,California,95685,Y,Y,N,Y,N,-,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,3/27/2015 17:50
1001826,Ambridge Farmers Market,St. Mary's Church Parking Lot,Ambridge,Beaver,Pennsylvania,15003,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1008321,Amelia Barter Town Farmers Market,Farmers Market at the Fairgrounds,Amelia Court House ,Amelia,Virginia,23002,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,4/30/2014 9:06
1008399,Amelia Farmers Market,6800 First Coast Hwy,Amelia Island,Nassau,Florida,32034,Y,N,N,N,N,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/25/2013 7:04
1006373,Amenia Farmers Market,4988 Route 22,,Dutchess,New York,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1001367,American National Bank Downtown Farmers Market Festival,5th and Rood Avenue,Grand Junction,Mesa,Colorado,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1005946,Amerisafe Downtown Pavilion & Farmers Market,120 North Washington Av,DeRidder,Beauregard,Louisiana,70634,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1005188,Amery Farmers Market,Sooline Park,Amery,Polk,Wisconsin,54001,N,Y,Y,Y,N,-,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/13/2011 15:44
1011171,Ames Main Street Farmers' Market,300 & 400 Blocks of  Main Street,"Ames, IA",Story,Iowa,50010,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,9/28/2018 11:34
1000284,Amherst Farmers' Market,Spring Street Parking Lot,Amherst Center,Hampshire,Massachusetts,1002,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,7/22/2015 13:44
1006748,Amherst Wednesday Market at Kendrick Park,Kendrick Park Intersection of North and East Pleasant st.,Amherst,Hampshire,Massachusetts,1004,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,5/19/2014 21:58
1009833,Amherst Winter Farmers' Market,170 Chestnut Street,Amherst,Hampshire,Massachusetts,1002,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,6/29/2016 16:17
1003563,Amicalola Regional Farmers Market,186 Recreation Road,Dawsonville,Dawson,Georgia,30534,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,7/26/2018 16:05
1018789,Amicalola Regional Farmers Market,6921 Hwy 53 East,Dawsonville,Dawson,Georgia,20534,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,08/07/2017 13:22
1001135,Amma Farmers Market,Amma Senior and Community Center,Amma,Roane,West Virginia,25252,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/24/2013 14:16
1019438,Amqui Station Farmers Market,303 Madison Street,Madison,Davidson,Tennessee,37115,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,3/22/2019 19:12
1016853,Amsterdam Saturday Farmers/Crafters Market,100 Church St,Amsterdam ,Montgomery,New York,12010,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,03/02/2017 10:42
1012157,Anaconda Community Market,Kennedy Commons (306 Main),Anaconda,Deer Lodge,Montana,59711,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/30/2016 18:19
1005944,Anacortes Farmers Market,611 R Avenue,Anacortes,Skagit,Washington,98221,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,6/29/2016 23:40
1001105,Anamoose Market in the Park,Main Street,Anamoose,McHenry,North Dakota,58710,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/31/2014 20:18
1003055,Anamosa Farmers Market,Corner of Scott and Main Streets,Anamosa,Jones,Iowa,52205,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1007258,Anchorage Farmers Market,1420 Cordova Street,Anchorage,Anchorage,Alaska,99645,Y,Y,Y,Y,Y,-,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,3/17/2014 15:11
1002640,Anchorage Market & Festival,3rd Avenue and E Street,Anchorage,Anchorage,Alaska,99501,N,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/20/2011 17:23
1018744,Anderson City Market,802 E 5th St,Anderson,Madison,Indiana,46012,Y,N,Y,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N,7/27/2017 8:49
1019647,Anderson County Farmers Market,402 N. Murray Ave,Anderson,Anderson,South Carolina,29621,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,7/30/2019 9:44
1008727,Anderson County Farmers Market ,1505 Bypass US 127 North,Lawrenceburg ,Anderson,Kentucky,40342,Y,N,Y,Y,N,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,3/22/2014 9:33
1000971,Anderson Farm Market,1240 Clifton Rd,Xenia,Greene,Ohio,45385,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1004991,Anderson Farmers' Market,7832 Five Mile Road,Cincinnati,Hamilton,Ohio,45230,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,6/28/2016 9:18
1002089,Anderson Happy Valley Farmers Market,Happy Valley Rd.,Anderson,Shasta,California,96007,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1003516,Andersonville Farmers Market,1500 W. Berwyn Ave.,Chicago,Cook,Illinois,60640,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,Y,Y,04/10/2019 14:31
1007647,Andover Farmers Market,13655 Round Lake Blvd. NW,Andover,Anoka,Minnesota,,N,N,N,N,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/25/2012 8:41
